id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
822,Female,Loyal Customer,26,Personal Travel,Eco,2193,4,1,0,4,2,0,2,2,1,5,4,4,4,2,0,0.0,1
823,Female,disloyal Customer,30,Business travel,Eco Plus,4069,3,3,3,4,3,5,3,1,2,2,3,3,1,3,8,20.0,0
824,Male,Loyal Customer,17,Personal Travel,Eco,2312,3,5,3,5,2,3,4,2,4,4,4,4,5,2,0,0.0,0
825,Male,Loyal Customer,35,Business travel,Eco,1544,4,5,5,5,4,4,4,4,1,3,3,5,3,4,40,45.0,1
826,Female,Loyal Customer,46,Business travel,Business,700,2,2,2,2,5,5,4,5,5,4,5,4,5,3,5,0.0,1
827,Female,Loyal Customer,37,Business travel,Business,3159,5,5,5,5,4,1,4,5,5,4,3,2,5,4,4,10.0,1
828,Male,Loyal Customer,42,Business travel,Eco Plus,1440,4,4,4,4,4,4,4,4,1,4,5,2,5,4,0,0.0,1
829,Male,Loyal Customer,16,Personal Travel,Eco,3162,4,2,5,3,2,5,2,2,3,1,3,1,4,2,34,25.0,0
830,Female,Loyal Customer,50,Business travel,Business,250,1,1,1,1,5,4,4,5,5,5,5,4,5,3,0,0.0,1
831,Male,disloyal Customer,52,Business travel,Business,2093,5,5,5,1,3,5,3,3,3,5,4,5,4,3,0,0.0,1
832,Female,Loyal Customer,47,Business travel,Business,346,5,5,3,5,3,4,4,4,4,4,4,5,4,5,0,0.0,1
833,Male,Loyal Customer,65,Business travel,Eco,1648,2,4,4,4,2,2,2,2,1,2,4,2,3,2,0,7.0,0
834,Female,Loyal Customer,48,Personal Travel,Eco,967,4,4,4,4,3,4,3,3,4,2,5,4,5,3,0,7.0,1
835,Male,Loyal Customer,37,Business travel,Eco,1552,2,4,4,4,2,2,2,2,1,3,3,4,4,2,0,0.0,0
836,Female,disloyal Customer,22,Business travel,Eco,1484,4,3,4,5,5,4,5,5,5,3,2,4,1,5,0,0.0,1
837,Female,Loyal Customer,52,Personal Travel,Business,263,2,2,2,2,4,4,5,5,5,5,5,4,5,4,0,0.0,1
838,Female,Loyal Customer,52,Business travel,Eco,894,4,3,3,3,2,2,4,5,5,4,5,4,5,3,61,66.0,1
839,Male,Loyal Customer,30,Personal Travel,Eco Plus,1979,3,3,3,3,3,3,3,3,2,1,3,3,3,3,0,5.0,0
840,Male,Loyal Customer,20,Business travel,Business,1679,2,3,2,3,2,2,2,2,4,2,3,2,4,2,0,0.0,0
841,Male,Loyal Customer,34,Business travel,Business,3157,3,3,3,3,5,4,2,5,5,5,5,2,5,2,37,19.0,1
842,Female,Loyal Customer,46,Business travel,Eco,1055,5,2,2,2,5,3,1,5,5,5,5,4,5,5,17,0.0,1
843,Male,disloyal Customer,23,Business travel,Eco,2359,4,4,4,3,5,4,5,5,4,5,5,3,4,5,0,0.0,1
844,Male,disloyal Customer,35,Business travel,Eco,1281,2,2,2,4,5,2,5,5,1,4,3,2,4,5,11,19.0,0
845,Male,Loyal Customer,68,Personal Travel,Eco,2043,2,5,2,2,5,2,5,5,5,5,4,3,5,5,0,0.0,0
846,Female,Loyal Customer,43,Personal Travel,Eco,2390,2,2,2,2,1,1,4,5,5,5,5,3,5,2,0,0.0,1
847,Male,Loyal Customer,44,Business travel,Business,2649,3,2,2,2,1,3,4,3,3,2,3,3,3,1,20,36.0,0
848,Male,Loyal Customer,57,Business travel,Business,2303,5,5,5,5,3,3,4,5,5,5,5,5,5,4,0,0.0,1
849,Male,Loyal Customer,33,Business travel,Business,4110,2,2,2,2,3,3,3,3,1,4,3,1,3,3,0,0.0,1
850,Female,Loyal Customer,10,Personal Travel,Eco,1964,2,4,2,2,2,4,5,4,4,5,4,5,4,3,0,0.0,1
851,Female,Loyal Customer,49,Business travel,Business,382,4,1,4,4,3,4,5,5,5,5,5,3,5,4,10,2.0,1
852,Female,Loyal Customer,12,Personal Travel,Eco,2107,3,5,3,4,1,3,1,1,3,4,5,5,5,1,5,0.0,0
853,Male,Loyal Customer,19,Personal Travel,Eco,1686,3,0,0,2,3,0,3,3,2,3,1,2,4,3,50,45.0,0
854,Male,disloyal Customer,37,Business travel,Business,2574,3,3,3,4,5,3,5,5,4,4,5,5,4,5,0,0.0,0
855,Male,Loyal Customer,49,Personal Travel,Eco,1910,3,4,3,5,1,3,1,1,5,2,5,5,4,1,13,15.0,0
856,Female,disloyal Customer,54,Business travel,Eco,2635,2,2,2,3,4,2,4,4,4,4,3,3,3,4,0,2.0,0
857,Male,Loyal Customer,45,Business travel,Business,3016,1,1,1,1,2,4,4,5,5,5,4,5,5,3,0,0.0,1
858,Female,Loyal Customer,43,Business travel,Business,1473,1,1,5,1,5,3,4,1,1,1,1,1,1,3,0,0.0,0
859,Female,Loyal Customer,29,Personal Travel,Eco,2821,5,4,2,1,5,2,4,3,3,2,3,1,3,1,44,39.0,1
860,Female,Loyal Customer,17,Personal Travel,Eco,1229,1,1,1,1,3,4,4,3,3,4,3,5,3,4,0,0.0,1
861,Male,Loyal Customer,25,Business travel,Eco,1818,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4.0,1
862,Female,Loyal Customer,19,Personal Travel,Eco,2275,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0.0,1
863,Male,Loyal Customer,60,Business travel,Business,2781,3,3,3,3,5,5,4,3,3,4,3,3,3,4,44,41.0,1
864,Male,disloyal Customer,37,Business travel,Business,1505,4,4,4,3,3,4,3,3,4,3,5,4,5,3,0,0.0,1
865,Female,Loyal Customer,62,Personal Travel,Business,70,5,5,5,5,5,4,5,4,4,4,4,3,4,3,16,13.0,1
866,Female,Loyal Customer,80,Business travel,Business,3412,4,4,3,4,5,4,5,3,3,3,3,5,3,4,13,10.0,1
867,Male,Loyal Customer,30,Personal Travel,Eco,1465,3,3,3,4,5,3,5,5,2,5,4,3,3,5,0,0.0,0
868,Female,Loyal Customer,46,Business travel,Eco,1101,4,5,5,5,4,4,4,2,5,1,3,4,5,4,0,0.0,1
869,Male,Loyal Customer,31,Business travel,Eco Plus,2083,2,1,1,1,2,2,2,2,3,3,4,3,4,2,18,22.0,0
870,Female,Loyal Customer,8,Personal Travel,Eco,2117,2,4,2,5,2,1,1,3,5,4,5,1,4,1,132,128.0,0
871,Male,Loyal Customer,50,Business travel,Business,840,2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,0.0,1
872,Female,disloyal Customer,26,Business travel,Eco Plus,2242,3,2,3,4,2,3,2,2,3,1,3,1,4,2,11,13.0,0
873,Female,Loyal Customer,46,Personal Travel,Eco,1120,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,0.0,1
874,Female,Loyal Customer,17,Business travel,Business,2855,5,5,1,5,5,5,5,5,5,3,5,4,5,5,0,0.0,1
875,Female,Loyal Customer,40,Business travel,Business,1802,1,1,1,1,2,5,4,4,4,4,4,4,4,5,23,5.0,1
876,Male,disloyal Customer,54,Business travel,Business,3034,4,4,4,4,3,4,3,3,3,5,3,4,4,3,1,0.0,0
877,Male,Loyal Customer,60,Business travel,Business,550,5,5,5,5,5,4,4,2,2,2,2,5,2,3,0,0.0,1
878,Female,Loyal Customer,52,Business travel,Business,3732,3,2,2,2,4,2,2,3,3,2,3,2,3,2,0,2.0,0
879,Female,Loyal Customer,20,Personal Travel,Eco,2092,5,4,4,4,4,2,1,5,5,5,5,5,5,4,0,0.0,1
880,Female,disloyal Customer,23,Business travel,Eco,1649,3,3,4,3,1,4,1,1,1,4,4,2,4,1,0,0.0,0
881,Female,Loyal Customer,18,Business travel,Business,1976,2,2,2,2,5,5,5,5,4,4,1,3,5,5,0,0.0,1
882,Male,Loyal Customer,32,Business travel,Business,2213,1,1,1,1,1,1,1,1,1,4,3,2,3,1,17,4.0,0
883,Female,Loyal Customer,54,Personal Travel,Eco,487,3,3,3,3,5,5,4,4,4,4,4,3,4,4,11,5.0,1
884,Female,Loyal Customer,59,Business travel,Business,639,3,3,3,3,5,4,4,4,4,4,4,5,4,5,105,115.0,1
885,Female,Loyal Customer,32,Personal Travel,Eco,2571,3,5,3,5,3,3,3,3,5,2,4,3,5,3,75,67.0,0
886,Male,Loyal Customer,14,Personal Travel,Eco,2007,4,5,4,2,5,4,5,5,4,3,5,3,5,5,0,0.0,0
887,Female,Loyal Customer,37,Personal Travel,Eco,1445,0,0,0,5,5,5,4,3,3,3,3,3,3,3,23,23.0,1
888,Female,Loyal Customer,42,Business travel,Business,2767,2,2,2,2,2,4,5,3,3,3,3,4,3,5,0,4.0,1
889,Female,disloyal Customer,33,Business travel,Business,1135,3,3,3,4,3,3,3,3,4,3,4,5,5,3,0,3.0,0
890,Male,Loyal Customer,9,Business travel,Business,5397,3,3,3,3,3,3,3,3,2,4,3,3,2,3,8,19.0,0
891,Female,Loyal Customer,27,Business travel,Eco,1524,4,4,4,4,5,5,5,5,5,3,4,5,1,5,0,0.0,1
892,Male,Loyal Customer,52,Personal Travel,Eco,1354,3,5,3,2,4,3,4,4,4,3,3,5,5,4,0,0.0,0
893,Male,Loyal Customer,33,Business travel,Eco Plus,1686,4,2,1,2,4,4,4,4,2,3,4,3,4,4,0,9.0,0
894,Female,Loyal Customer,32,Personal Travel,Eco,1389,4,2,4,3,4,4,3,4,2,4,3,3,3,4,0,0.0,1
895,Male,Loyal Customer,30,Business travel,Eco Plus,2498,1,5,5,5,1,2,1,1,3,5,3,3,3,1,0,0.0,0
896,Female,Loyal Customer,41,Business travel,Business,735,1,1,4,1,2,4,4,5,5,5,5,5,5,5,85,90.0,1
897,Female,Loyal Customer,47,Business travel,Business,3630,4,4,4,4,4,4,5,5,5,5,5,3,5,5,0,0.0,1
898,Female,Loyal Customer,38,Business travel,Business,2992,4,4,4,4,3,4,5,5,5,5,5,4,5,5,5,0.0,1
899,Male,Loyal Customer,21,Personal Travel,Eco,1667,3,5,3,3,4,3,2,4,4,4,4,5,5,4,3,2.0,0
900,Female,disloyal Customer,45,Business travel,Eco,2850,3,3,3,2,3,3,1,3,2,5,3,3,3,3,25,7.0,0
901,Female,Loyal Customer,45,Business travel,Business,3725,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0,0.0,1
902,Male,Loyal Customer,45,Business travel,Business,1802,4,2,2,2,5,3,4,4,4,4,4,4,4,4,31,21.0,0
903,Female,Loyal Customer,39,Business travel,Business,1510,4,4,5,4,5,4,4,5,5,5,5,5,5,4,0,0.0,1
904,Female,Loyal Customer,52,Personal Travel,Eco,370,5,5,5,5,3,4,5,5,5,5,5,4,5,3,0,0.0,1
905,Male,Loyal Customer,52,Business travel,Business,559,2,1,2,2,1,2,3,2,2,2,2,4,2,4,104,94.0,1
906,Male,Loyal Customer,40,Personal Travel,Eco,1857,4,5,4,4,3,4,3,3,5,5,5,5,4,3,0,0.0,1
907,Female,Loyal Customer,42,Business travel,Business,2165,0,4,0,2,5,5,5,3,3,5,5,5,3,5,98,140.0,1
908,Male,Loyal Customer,47,Business travel,Eco,1027,2,2,3,2,2,2,2,2,4,4,3,1,4,2,0,0.0,0
909,Male,Loyal Customer,50,Personal Travel,Eco Plus,2929,3,2,3,4,3,3,3,3,4,2,4,4,4,3,8,0.0,0
910,Female,Loyal Customer,61,Personal Travel,Eco,92,4,3,4,4,5,4,3,2,2,4,2,3,2,2,3,24.0,0
911,Female,Loyal Customer,40,Business travel,Business,1288,1,0,0,3,2,3,3,1,1,0,1,2,1,1,0,6.0,0
912,Male,Loyal Customer,40,Business travel,Business,1933,1,1,1,1,2,4,4,5,5,4,5,4,5,4,0,0.0,1
913,Male,Loyal Customer,48,Business travel,Business,589,2,1,1,1,4,2,3,2,2,2,2,3,2,4,105,93.0,0
914,Female,Loyal Customer,44,Business travel,Eco,673,3,1,1,1,4,1,1,2,2,3,2,3,2,3,0,11.0,0
915,Male,disloyal Customer,46,Personal Travel,Eco,1538,3,4,3,4,5,3,5,5,5,5,4,3,5,5,13,11.0,0
916,Female,Loyal Customer,48,Business travel,Business,3185,0,0,0,4,4,5,4,1,1,1,1,4,1,4,0,0.0,1
917,Female,Loyal Customer,16,Business travel,Business,1684,5,5,5,5,4,4,4,4,4,4,5,3,5,4,2,0.0,1
918,Male,Loyal Customer,51,Business travel,Business,969,1,1,1,1,3,4,4,4,4,4,4,5,4,5,1,0.0,1
919,Female,Loyal Customer,54,Personal Travel,Eco,224,3,3,3,3,3,5,4,5,5,4,4,4,5,4,17,19.0,1
920,Male,Loyal Customer,38,Business travel,Business,2367,3,3,3,3,1,1,4,4,4,4,4,1,4,4,0,0.0,1
921,Female,Loyal Customer,44,Personal Travel,Eco,1053,0,0,0,2,3,4,4,2,2,4,4,4,2,5,14,6.0,1
922,Female,Loyal Customer,62,Personal Travel,Eco,450,5,3,3,3,5,5,5,5,2,5,4,3,1,5,0,0.0,1
923,Male,disloyal Customer,27,Business travel,Business,2161,5,5,5,2,4,5,4,4,5,4,5,3,4,4,0,0.0,1
924,Female,Loyal Customer,25,Personal Travel,Eco,1508,4,4,4,4,3,5,5,4,4,4,4,5,4,3,53,54.0,1
925,Female,Loyal Customer,31,Personal Travel,Eco Plus,1189,4,4,4,4,3,4,5,5,5,5,5,4,5,5,0,3.0,1
926,Female,Loyal Customer,59,Business travel,Business,3585,2,2,2,2,5,5,4,5,5,5,5,5,5,3,0,0.0,1
927,Female,Loyal Customer,64,Personal Travel,Eco Plus,382,4,3,4,4,3,2,3,3,3,4,3,3,3,5,0,0.0,0
928,Female,Loyal Customer,36,Business travel,Eco Plus,1534,4,5,5,5,4,4,4,4,1,1,3,2,2,4,0,0.0,1
929,Female,disloyal Customer,22,Business travel,Eco,2344,4,4,4,3,4,1,1,5,4,4,4,1,3,1,9,12.0,1
930,Female,Loyal Customer,62,Personal Travel,Eco,872,5,5,5,5,1,5,4,5,5,5,5,4,5,3,0,0.0,1
931,Female,Loyal Customer,22,Personal Travel,Eco,1563,4,4,1,4,4,4,4,1,3,2,1,4,5,4,16,15.0,1
932,Male,Loyal Customer,62,Business travel,Eco,1393,4,5,5,5,4,4,4,4,3,4,1,1,4,4,1,0.0,1
933,Female,Loyal Customer,45,Business travel,Business,1391,2,2,2,2,3,5,4,5,5,4,5,5,5,5,0,0.0,1
934,Male,disloyal Customer,33,Business travel,Business,1599,3,3,3,4,3,3,3,3,4,4,5,5,5,3,0,0.0,0
935,Female,Loyal Customer,25,Personal Travel,Eco,1664,3,3,4,3,2,3,4,5,5,5,5,3,5,4,19,14.0,1
936,Female,Loyal Customer,55,Business travel,Eco Plus,757,4,2,2,2,3,4,4,4,4,4,4,5,4,2,0,0.0,1
937,Female,Loyal Customer,39,Business travel,Business,85,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0.0,1
938,Male,Loyal Customer,53,Personal Travel,Eco,2022,3,5,3,5,3,4,4,1,1,2,2,4,2,4,152,169.0,0
939,Male,disloyal Customer,9,Business travel,Business,2240,5,0,5,3,4,0,4,4,3,4,5,4,4,4,3,0.0,1
940,Female,Loyal Customer,7,Personal Travel,Eco,1748,5,5,5,5,4,4,4,4,4,2,5,3,5,4,0,0.0,1
941,Female,Loyal Customer,40,Business travel,Business,957,5,4,5,5,5,5,5,5,5,5,5,5,5,3,0,0.0,1
942,Female,Loyal Customer,49,Business travel,Business,559,1,1,1,1,1,1,4,4,4,4,4,2,4,4,0,0.0,1
943,Female,Loyal Customer,9,Personal Travel,Eco Plus,1313,5,5,5,5,3,5,4,5,5,5,5,3,5,4,20,28.0,1
944,Female,Loyal Customer,50,Business travel,Business,724,4,5,5,5,4,4,4,4,4,4,4,3,4,4,0,0.0,0
945,Male,Loyal Customer,40,Business travel,Business,2388,2,3,3,3,1,3,3,2,2,2,2,2,2,4,17,6.0,0
946,Female,Loyal Customer,46,Personal Travel,Eco,1230,4,4,4,4,5,1,4,4,4,4,4,2,4,3,13,2.0,1
947,Female,Loyal Customer,61,Personal Travel,Eco,898,5,1,1,1,4,3,1,5,5,5,5,1,5,3,0,0.0,1
948,Male,Loyal Customer,63,Personal Travel,Eco,3107,4,1,4,3,2,4,2,2,3,2,4,3,4,2,66,91.0,0
949,Male,disloyal Customer,36,Business travel,Eco,1945,3,0,3,3,5,3,5,5,4,5,4,2,3,5,42,51.0,0
950,Male,disloyal Customer,27,Business travel,Eco,1946,3,3,3,3,4,3,4,4,2,5,1,4,1,4,81,84.0,0
951,Female,disloyal Customer,24,Business travel,Eco,1391,1,0,1,5,1,1,1,1,4,5,5,2,2,1,0,0.0,0
952,Female,Loyal Customer,59,Business travel,Eco Plus,208,5,4,4,4,5,2,3,4,4,5,4,3,4,5,0,0.0,1
953,Male,Loyal Customer,18,Personal Travel,Eco,2802,4,5,4,5,1,4,1,1,5,3,5,4,5,1,20,11.0,0
954,Male,Loyal Customer,52,Business travel,Eco,2333,2,1,1,1,2,2,2,2,1,1,3,1,3,2,24,18.0,0
955,Male,disloyal Customer,38,Business travel,Business,1460,2,2,2,4,1,2,1,1,1,3,4,2,4,1,5,0.0,0
956,Male,Loyal Customer,46,Business travel,Business,1271,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0.0,1
957,Female,Loyal Customer,63,Personal Travel,Business,296,0,2,0,4,1,4,3,1,1,0,1,3,1,1,0,0.0,1
958,Female,Loyal Customer,16,Business travel,Eco,1962,2,2,2,2,2,2,3,2,1,5,4,4,3,2,0,1.0,0
959,Female,Loyal Customer,53,Personal Travel,Business,1750,2,2,2,2,3,5,4,4,4,4,4,4,4,5,33,27.0,1
960,Male,Loyal Customer,47,Business travel,Eco,2106,4,5,5,5,4,4,4,4,2,3,3,4,3,4,0,0.0,0
961,Male,Loyal Customer,39,Business travel,Business,3637,4,4,3,4,4,5,5,4,4,4,4,5,4,4,0,0.0,1
962,Female,Loyal Customer,24,Business travel,Eco,2477,4,4,4,4,4,4,1,4,2,2,4,2,4,4,1,0.0,0
963,Male,Loyal Customer,36,Business travel,Eco Plus,2218,2,3,3,3,2,2,2,2,1,1,3,3,3,2,21,37.0,0
964,Female,Loyal Customer,43,Business travel,Business,930,5,3,5,5,2,3,1,4,4,4,4,2,4,2,15,1.0,1
965,Female,Loyal Customer,59,Business travel,Business,3576,3,4,3,3,5,5,5,5,5,5,5,5,5,4,0,3.0,1
966,Female,Loyal Customer,23,Business travel,Business,1930,1,1,1,1,4,4,4,4,3,2,5,3,4,4,0,0.0,1
967,Female,Loyal Customer,24,Business travel,Business,5400,1,2,4,2,1,1,1,1,2,2,3,3,4,1,8,24.0,0
968,Female,Loyal Customer,63,Business travel,Eco,306,4,1,1,1,3,2,5,4,4,4,4,3,4,5,0,1.0,1
969,Male,Loyal Customer,58,Business travel,Business,491,1,1,1,1,3,4,5,4,4,4,4,4,4,5,76,74.0,1
970,Female,Loyal Customer,60,Business travel,Business,1651,1,1,1,1,4,5,5,4,4,4,4,3,4,4,0,0.0,1
971,Male,Loyal Customer,45,Business travel,Business,1669,3,3,5,3,2,4,5,5,5,5,5,4,5,3,1,0.0,1
972,Female,Loyal Customer,47,Business travel,Business,266,3,3,3,3,2,4,5,5,5,5,5,4,5,3,13,4.0,1
973,Male,Loyal Customer,31,Business travel,Business,4027,1,1,3,1,4,5,5,4,5,4,1,5,3,4,0,0.0,1
974,Female,Loyal Customer,7,Personal Travel,Eco,3230,5,1,5,2,5,5,5,2,5,3,2,5,3,5,0,13.0,1
975,Female,disloyal Customer,26,Business travel,Business,1500,0,0,0,2,2,0,2,2,3,2,5,5,5,2,0,0.0,1
976,Male,Loyal Customer,43,Business travel,Business,1099,4,4,4,4,3,5,4,5,5,5,5,5,5,5,30,28.0,1
977,Female,Loyal Customer,50,Business travel,Business,1215,2,2,2,2,4,3,2,4,4,3,4,1,4,3,0,0.0,1
978,Female,Loyal Customer,52,Business travel,Business,1937,4,4,4,4,3,5,4,4,4,4,5,3,4,5,0,0.0,1
979,Female,Loyal Customer,47,Business travel,Business,2176,3,3,3,3,4,5,4,5,5,5,5,4,5,3,61,40.0,1
980,Female,Loyal Customer,45,Personal Travel,Eco,89,5,5,5,5,5,5,5,4,4,4,4,3,4,3,0,0.0,1
981,Male,Loyal Customer,65,Personal Travel,Eco,1975,4,3,4,3,1,4,1,1,2,5,4,4,4,1,0,0.0,0
982,Male,Loyal Customer,45,Business travel,Eco Plus,1838,5,5,5,5,5,5,5,5,3,2,1,4,2,5,0,0.0,1
983,Female,Loyal Customer,65,Business travel,Business,2239,2,4,4,4,1,2,3,2,2,2,2,2,2,1,14,12.0,0
984,Female,Loyal Customer,39,Business travel,Business,836,4,4,4,4,2,2,2,4,4,4,4,5,4,5,43,66.0,1
985,Male,disloyal Customer,26,Business travel,Business,2476,4,4,4,1,1,4,1,1,5,3,3,4,5,1,3,10.0,1
986,Male,Loyal Customer,52,Business travel,Eco,1505,4,4,4,4,4,4,4,4,2,3,5,5,3,4,0,1.0,1
987,Female,disloyal Customer,28,Business travel,Business,1780,3,3,3,1,1,3,1,1,4,5,5,3,4,1,8,0.0,0
988,Female,Loyal Customer,39,Personal Travel,Eco,2355,0,5,0,4,5,5,4,3,3,0,3,4,3,5,45,55.0,1
989,Male,Loyal Customer,59,Business travel,Eco,1368,5,2,2,2,5,5,5,5,2,2,5,5,4,5,0,0.0,1
990,Female,Loyal Customer,49,Business travel,Business,2477,3,3,3,3,4,5,5,3,2,5,5,5,3,5,5,29.0,1
991,Female,Loyal Customer,32,Personal Travel,Eco,1787,2,2,2,2,3,5,5,5,5,5,5,5,5,4,3,0.0,1
992,Female,Loyal Customer,43,Business travel,Eco,71,4,5,5,5,5,5,3,4,4,4,4,3,4,5,0,3.0,1
993,Female,Loyal Customer,51,Personal Travel,Eco,843,5,5,5,5,5,4,4,4,4,4,4,5,4,4,0,0.0,1
994,Male,Loyal Customer,51,Business travel,Eco,1759,3,1,1,1,4,3,4,4,4,1,2,4,3,4,96,89.0,0
995,Male,Loyal Customer,29,Business travel,Business,3030,1,1,1,1,5,5,5,5,3,5,4,5,5,5,5,0.0,1
996,Male,Loyal Customer,53,Personal Travel,Eco,1698,1,2,1,4,4,1,4,4,4,2,3,4,3,4,0,0.0,0
997,Female,disloyal Customer,47,Business travel,Eco Plus,2049,3,3,3,1,5,3,5,5,4,5,5,5,3,5,28,31.0,0
998,Male,Loyal Customer,16,Personal Travel,Eco Plus,3101,2,1,2,3,1,2,1,1,1,1,3,1,3,1,8,0.0,0
999,Male,disloyal Customer,39,Business travel,Business,1939,3,3,3,5,1,3,1,1,4,3,4,5,5,1,11,9.0,0
1000,Male,Loyal Customer,53,Business travel,Business,2790,2,2,2,2,3,5,5,4,4,5,4,5,4,4,31,12.0,1
1001,Female,disloyal Customer,38,Business travel,Eco,1826,1,2,0,3,3,0,2,3,3,3,3,2,3,3,0,2.0,0
1002,Female,Loyal Customer,25,Personal Travel,Eco,2258,1,1,1,1,2,2,2,4,4,4,4,3,4,4,63,71.0,1
1003,Male,Loyal Customer,55,Business travel,Business,94,4,4,4,4,3,4,4,4,4,4,5,4,4,3,61,66.0,1
1004,Male,Loyal Customer,35,Business travel,Business,1733,1,1,5,1,2,3,4,5,5,5,5,4,5,4,0,7.0,1
1005,Male,Loyal Customer,40,Business travel,Business,2314,5,5,4,5,2,3,4,4,4,4,4,4,4,4,0,0.0,1
1006,Male,Loyal Customer,39,Business travel,Business,265,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0.0,1
1007,Male,disloyal Customer,24,Business travel,Eco,2281,2,2,2,4,4,2,4,4,2,2,3,4,3,4,5,0.0,0
1008,Female,Loyal Customer,31,Personal Travel,Eco,1647,5,5,5,4,2,5,2,2,3,3,5,2,1,2,0,0.0,1
1009,Female,Loyal Customer,17,Personal Travel,Eco,3970,3,3,3,3,5,4,4,4,4,4,4,3,4,5,0,4.0,1
1010,Male,Loyal Customer,52,Business travel,Business,1006,1,1,1,1,5,4,4,2,2,2,2,4,2,5,0,0.0,1
1011,Male,Loyal Customer,33,Business travel,Eco,1678,0,0,0,4,2,5,2,2,2,5,5,5,2,2,0,0.0,1
1012,Female,Loyal Customer,38,Business travel,Business,480,2,1,1,1,3,3,3,2,2,2,2,1,2,4,31,27.0,0
1013,Female,Loyal Customer,58,Business travel,Business,1650,3,3,3,3,2,4,4,3,3,3,3,3,3,5,21,13.0,1
1014,Male,disloyal Customer,25,Business travel,Eco,1633,2,0,2,2,5,2,5,5,3,4,4,5,5,5,46,40.0,0
1015,Female,Loyal Customer,31,Business travel,Business,4266,4,4,4,4,4,3,4,4,4,5,4,2,4,4,71,65.0,0
1016,Female,Loyal Customer,27,Personal Travel,Eco,1967,0,4,0,3,4,0,4,4,4,4,5,4,4,4,0,0.0,1
1017,Female,disloyal Customer,22,Business travel,Eco,2296,4,4,4,4,3,4,3,3,4,1,3,5,3,3,7,0.0,1
1018,Male,Loyal Customer,44,Personal Travel,Eco,2296,3,4,3,3,4,3,4,4,5,2,4,5,5,4,2,4.0,0
1019,Male,Loyal Customer,55,Business travel,Business,1837,5,5,5,5,5,5,5,4,4,4,5,3,4,3,17,12.0,1
1020,Male,disloyal Customer,29,Business travel,Business,2692,2,2,2,3,3,2,2,3,3,4,4,5,5,3,5,4.0,0
1021,Female,Loyal Customer,8,Personal Travel,Eco Plus,2265,3,5,2,5,2,5,5,4,5,1,1,5,5,5,119,161.0,0
1022,Female,Loyal Customer,54,Business travel,Business,2544,1,2,1,1,5,5,5,3,4,3,4,5,5,5,5,12.0,1
1023,Female,Loyal Customer,24,Personal Travel,Eco Plus,1935,1,1,1,1,5,5,4,3,3,3,3,5,3,5,0,1.0,1
1024,Male,Loyal Customer,42,Business travel,Business,1140,3,3,3,3,1,1,1,4,4,4,4,1,4,3,12,5.0,1
1025,Male,Loyal Customer,51,Personal Travel,Eco,1567,2,4,2,3,3,2,3,3,3,3,3,3,3,3,0,0.0,0
1026,Male,Loyal Customer,48,Personal Travel,Eco,1702,1,5,1,1,5,1,5,5,5,5,5,3,4,5,0,0.0,0
1027,Male,Loyal Customer,23,Personal Travel,Eco,1557,4,4,4,3,1,4,1,1,4,2,5,5,5,1,1,0.0,0
1028,Female,Loyal Customer,33,Personal Travel,Eco,2234,4,4,4,4,1,2,4,5,5,4,3,4,5,5,50,36.0,1
1029,Female,Loyal Customer,33,Personal Travel,Eco,1899,3,3,3,3,2,5,5,3,3,4,3,4,3,4,31,30.0,1
1030,Male,Loyal Customer,34,Business travel,Business,1830,3,3,5,3,3,3,3,4,4,4,4,5,4,3,29,16.0,1
1031,Male,Loyal Customer,57,Business travel,Business,1770,5,5,1,5,5,4,5,2,2,2,2,4,2,5,0,0.0,1
1032,Male,Loyal Customer,48,Personal Travel,Eco,1981,2,5,2,1,2,2,2,2,5,2,5,4,5,2,89,86.0,0
1033,Male,Loyal Customer,66,Personal Travel,Eco,3152,2,4,2,3,1,2,4,1,5,5,5,3,4,1,2,0.0,0
1034,Female,Loyal Customer,21,Business travel,Business,4929,5,5,4,5,5,5,5,5,3,2,4,5,4,5,2,0.0,1
1035,Female,Loyal Customer,45,Personal Travel,Eco,800,3,5,3,4,2,3,2,2,2,3,1,1,2,4,77,64.0,0
1036,Male,Loyal Customer,37,Business travel,Business,351,0,1,1,4,4,5,2,2,2,2,2,3,2,1,0,0.0,1
1037,Female,disloyal Customer,24,Business travel,Eco,1599,4,4,4,4,3,4,3,3,3,2,4,4,5,3,0,0.0,1
1038,Female,Loyal Customer,52,Personal Travel,Business,844,4,0,4,4,2,2,3,3,3,4,3,4,3,3,0,0.0,0
1039,Female,disloyal Customer,27,Business travel,Eco,2501,2,5,2,1,1,2,1,1,4,2,4,3,4,1,0,0.0,0
